Claim Title	Claim	Verdict	Author	Domain
„Problema e că turcii şi-au făcut o tradiţie din a pescui ilegal în apele româneşti, pentru că, la ei, nu prea mai au ce scoate din mare. Deseori, vasele lor nici nu pot fi oprite. E bine că a fost votat recent, în PE, Regulamentul de control al pescuitului, care va da Poliției de Frontieră şi ANPA posibilitatea de a identifica mai uşor intruşii din apele teritoriale ale României.”	„Problema e că turcii şi-au făcut o tradiţie din a pescui ilegal în apele româneşti, pentru că, la ei, nu prea mai au ce scoate din mare. Deseori, vasele lor nici nu pot fi oprite. E bine că a fost votat recent, în PE, Regulamentul de control al pescuitului, care va da Poliției de Frontieră şi ANPA posibilitatea de a identifica mai uşor intruşii din apele teritoriale ale României.”	TRUNCHIAT	Carmen Avram	Economie
„PSD minte şi manipulează. Este şi o doză de prostie acolo. PSD ştie foarte bine că Legea finanţelor publice a fost modificată, chiar de PSD, în 2012, şi spune foarte clar că bugetul este prezentat, în an electoral, la 15 zile după învestirea noului Guvern. Liderul PSD Marcel Ciolacu ştie foarte bine acest lucru, întrucât a votat cu mâna lui modificările legislative.”	„PSD minte şi manipulează. Este şi o doză de prostie acolo. PSD ştie foarte bine că Legea finanţelor publice a fost modificată, chiar de PSD, în 2012, şi spune foarte clar că bugetul este prezentat, în an electoral, la 15 zile după învestirea noului Guvern. Liderul PSD Marcel Ciolacu ştie foarte bine acest lucru, întrucât a votat cu mâna lui modificările legislative.”	ADEVĂRAT	Florin Cîțu	Finante
Conducerea PSD primește de la Bugetul de Stat (din taxele și impozitele românilor) aproape 200.000 EURO/zi !!! (am scris corect - pe zi!).	Conducerea PSD primește de la Bugetul de Stat (din taxele și impozitele românilor) aproape 200.000 EURO/zi !!! (am scris corect - pe zi!).	FALS	Victor Ponta	Finante
"Far from ""silencing"" the courts, we have sought to eliminate any form of political or ex parte interference of any sort, creating institutional checks and balances within the justice system to give it genuine independence."	Departe de reducerea la tăcere a instanțelor, am încercat să eliminăm orice formă de interferență politică sau ex parte de orice fel, creând un sistem de control și verificare instituțională în cadrul sistemului de justiție pentru a le oferi o independență reală.	FALS	Lia Olguța Vasilescu	Justitie
Bilanțul primelor șase luni de guvernare a fost receptat pozitiv în mare parte, existând totodată observații și critici - legitime într-un sistem democratic european - care încurajează diversitatea de opinii. În acest context, a fost anunțată o manifestare de protest, la București, pentru data de 10 august, la care urmau să participe reprezentanți din diaspora românească.	Bilanțul primelor șase luni de guvernare a fost receptat pozitiv în mare parte, existând totodată observații și critici – legitime într-un sistem democratic european – care încurajează diversitatea de opinii. În acest context, a fost anunțată o manifestare de protest, la București, pentru data de 10 august, la care urmau să participe reprezentanți din diaspora românească.	FALS	Viorica Dăncilă	Politica
Nu sunt de acord ca, prin declarații sau rapoarte insuficient documentate, țara noastră să fie ținută în șah! Intrarea în Schengen și ridicarea MCV trebuie rezolvate pentru că merităm asta, nu pentru că acceptăm mici sau mari cedări de legislație! Este tot o chestiune de suveranitate!	Nu sunt de acord ca, prin declarații sau rapoarte insuficient documentate, țara noastră să fie ținută în șah! Intrarea în Schengen și ridicarea MCV trebuie rezolvate pentru că merităm asta, nu pentru că acceptăm mici sau mari cedări de legislație! Este tot o chestiune de suveranitate! 	TRUNCHIAT	Maria Grapini	Politica
Tot anul trecut, au fost deschise 695 dosare pentru trafic de persoane. Doar cifre oficiale. (...) 600.000 de dosare cu autor necunoscut pentru viol, crimă, tâlhării zac prin sertare, iar aproape 5000 de condamnați definitiv nu au mai ajuns la pușcărie.	Tot anul trecut, au fost deschise 695 dosare pentru trafic de persoane. Doar cifre oficiale. (...) 600.000 de dosare cu autor necunoscut pentru viol, crimă, tâlhării zac prin sertare, iar aproape 5000 de condamnați definitiv nu au mai ajuns la pușcărie.	PARȚIAL ADEVĂRAT	Ioana Constantin	Justitie
E o taxă prevăzută la nivelul Comisiei Europene, nu e o taxă nouă pe care o instituie Guvernul. […] Există o directivă europeană care ne obligă să aplicăm un anumit procent fondului de salarii şi această taxă nu poate fi eliminată sub nicio formă, fiind stabilită printr-o directivă europeană. La această taxă mă refer şi la o parte din contribuţii, care vor trece în interiorul acesteia, ele se vor cumula. […] Este o directivă europeană care reglementează pentru fondul de salarii o anumită taxă, nu numai mediului privat, şi sistemului public. 0,25 este valoarea exactă a taxei. O plăteşte angajatorul la fondul de salarii. Au fost foarte multe discuţii cu sindicatele care spuneau că nu va rămâne nicio responsabilitate în sarcina angajatorului, dacă el trebuie să plătească pentru angajat, dar el nu va fi responsabil din acest punct de vedere, va crea o problemă angajatului în sine. Lăsaţi taxe şi la nivelul angajatorului […]. Şi atunci am zis OK, transferăm o parte din aceste contribuţii să rămână şi la nivelul angajatorului, să aibă şi el o responsabilitate din acest punct de vedere în relaţia cu bugetul de stat.	E o taxă prevăzută la nivelul Comisiei Europene, nu e o taxă nouă pe care o instituie Guvernul. […] Există o directivă europeană care ne obligă să aplicăm un anumit procent fondului de salarii şi această taxă nu poate fi eliminată sub nicio formă, fiind stabilită printr-o directivă europeană. La această taxă mă refer şi la o parte din contribuţii, care vor trece în interiorul acesteia, ele se vor cumula. […] Este o directivă europeană care reglementează pentru fondul de salarii o anumită taxă, nu numai mediului privat, şi sistemului public. 0,25 este valoarea exactă a taxei. O plăteşte angajatorul la fondul de salarii. Au fost foarte multe discuţii cu sindicatele care spuneau că nu va rămâne nicio responsabilitate în sarcina angajatorului, dacă el trebuie să plătească pentru angajat, dar el nu va fi responsabil din acest punct de vedere, va crea o problemă angajatului în sine. Lăsaţi taxe şi la nivelul angajatorului […]. Şi atunci am zis OK, transferăm o parte din aceste contribuţii să rămână şi la nivelul angajatorului, să aibă şi el o responsabilitate din acest punct de vedere în relaţia cu bugetul de stat.	PARȚIAL FALS	Ionuț Mișa	Externe
Felicitari, dle Cioloș, deci, deși erați informat oficial încă din Iunie 2016, nu ați intreprins absolut nimic, pana la “luarea de poziție referitoare la “incompetenta actualului guvern!?	Felicitari, dle Cioloș, deci, deși erați informat oficial încă din Iunie 2016, nu ați intreprins absolut nimic, pana la “luarea de poziție referitoare la “incompetenta actualului guvern!?	FALS	Ioan Mircea Pașcu	Politica
Cât privește relația României cu Germania de azi cred că a spune doar că discutăm de cel mai mare partener comercial al nostru, de cel mai mare investitor străin direct în România, si de a treia țară ca destinație de imigrație după Italia și Spania e doar un grăunte din cât de complexă și importantă e această relație.	Cât privește relația României cu Germania de azi cred că a spune doar că discutăm de cel mai mare partener comercial al nostru, de cel mai mare investitor străin direct în România, si de a treia țară ca destinație de imigrație după Italia și Spania e doar un grăunte din cât de complexă și importantă e această relație.	PARȚIAL ADEVĂRAT	Tudor Benga	Externe
„Doar într-un singur an am reuşit ceea ce alte guverne nu au atins într-un mandat întreg. Veniturile bugetului de stat au ajuns în 2018 la peste 295 mld. lei, ceea ce reprezintă o creştere cu 32% faţă de 2016, iar ponderea veniturilor în PIB a ajuns la 31,1% faţă de 29,5% în 2016. PIB a crescut în 2018 cu peste 25% faţă de anul 2016 şi a ajuns la 949,6 miliarde lei”.	„Doar într-un singur an am reuşit ceea ce alte guverne nu au atins într-un mandat întreg. Veniturile bugetului de stat au ajuns în 2018 la peste 295 mld. lei, ceea ce reprezintă o creştere cu 32% faţă de 2016, iar ponderea veniturilor în PIB a ajuns la 31,1% faţă de 29,5% în 2016. PIB a crescut în 2018 cu peste 25% faţă de anul 2016 şi a ajuns la 949,6 miliarde lei”.	PARȚIAL ADEVĂRAT	Viorica Dăncilă	Economie
„De la lună la lună cheltuielile statului cresc (...) În primele șase luni ale anului curent, cheltuielile statului au fost de 280 de miliarde de lei. Ca să avem un termen de comparație, anul trecut au fost 240, iar acum doi ani, când era și USR la guvernare, au fost 210 miliarde. Practic, au crescut cu 30% cheltuielile statului în prima jumătate a anului în numai 2 ani”.	„Este vorba de praf în ochi, o specialitate a domnului Ciolacu și a acestei coaliții PSD-PNL. Dacă ne uităm, vorbesc de tăieri de cheltuieli deja de luni de zile și, în timpul ăsta, cheltuielile cresc. De la lună la lună, cheltuielile statului cresc. Haideți să ne uităm și la cifre. În primele șase luni ale anului curent, cheltuielile statului au fost de 280 de miliarde de lei. Ca să avem un termen de comparație, anul trecut au fost 240, iar acum doi ani, când era și USR la guvernare, au fost doar 210 miliarde. Practic, au crescut cu 30% cheltuielile statului în prima jumătate a anului, în numai 2 ani”.	TRUNCHIAT	Cătălin Drulă	Finante
Curtea Constituțională a dat o decizie şi preşedintele a revocat-o în baza acelei decizii. Că președintele n-a revocat-o în baza propunerii mele, ci decizia (sic!) Curții Constituționale. Ea este, ea se executa.	Curtea Constituțională a dat o decizie şi preşedintele a revocat-o în baza acelei decizii. Că președintele n-a revocat-o în baza propunerii mele, ci decizia (sic!) Curții Constituționale. Ea este, ea se executa.	ADEVĂRAT	Tudorel Toader	Justitie
Şi să renunţe la preşedinţia Camerei Deputaţilor, apropo, pe care nu o exercită aproape niciodată, o floare la butonieră doar, pentru că nu a fost prezent la Codul de procedură penală, nici la majoritatea momentelor delicate şi ar fi bine pentru felul în care funcţionează Parlamentul României ca Liviu Dragnea să îşi dea demisia din funcţia de preşedinte al Camerei Deputaţilor.	Şi să renunţe la preşedinţia Camerei Deputaţilor, apropo, pe care nu o exercită aproape niciodată, o floare la butonieră doar, pentru că nu a fost prezent la Codul de procedură penală, nici la majoritatea momentelor delicate şi ar fi bine pentru felul în care funcţionează Parlamentul României ca Liviu Dragnea să îşi dea demisia din funcţia de preşedinte al Camerei Deputaţilor.	ADEVĂRAT	Ioan Cupșa	Politica
„Curtea Constituțională menține pensiile speciale în forma actuală, fiind vorba de aceiași judecători care au primit ieri o palmă grea din partea CEDO în cazul Kovesi. Toate pensiile speciale au fost introduse prin lege de majoritățile PSD. Florin Iordache a semnat nu mai puțin de patru astfel de propuneri legislative. Toate acestea trebuie să facă obiectul unor revizuiri şi unor reglementări pentru readucerea pensiilor într-un cadru al bunului simţ şi al decenţei. PNL a inițiat proiectul de eliminare a pensiilor speciale și susține principiul contributivităţii în calcularea pensiilor.”	„Curtea Constituțională menține pensiile speciale în forma actuală, fiind vorba de aceiași judecători care au primit ieri o palmă grea din partea CEDO în cazul Kovesi. Toate pensiile speciale au fost introduse prin lege de majoritățile PSD. Florin Iordache a semnat nu mai puțin de patru astfel de propuneri legislative. Toate acestea trebuie să facă obiectul unor revizuiri şi unor reglementări pentru readucerea pensiilor într-un cadru al bunului simţ şi al decenţei. PNL a inițiat proiectul de eliminare a pensiilor speciale și susține principiul contributivităţii în calcularea pensiilor.”	TRUNCHIAT	Raluca Turcan	Economie
